id_aluno,id_professor,aulas_bimestre,nota_p1_b1,nota_p2_b1,ativs_entregues_b1,ativs_total_b1,faltas_b1,nota_p1_b2,nota_p2_b2,ativs_entregues_b2,ativs_total_b2,faltas_b2,nota_p1_b3,nota_p2_b3,ativs_entregues_b3,ativs_total_b3,faltas_b3,nota_p1_b4,nota_p2_b4,ativs_entregues_b4,ativs_total_b4,faltas_b4
20240043,P007,60,4.3,7.8,7,10,13,6.8,7.2,3,10,18,6.6,4.2,4,10,16,5.8,6.6,4,10,19
20240044,P007,60,6.2,6.4,6,10,10,5.8,0.2,8,10,5,5.1,7.9,5,10,11,6.0,4.1,5,10,4
20240045,P007,60,6.3,4.8,9,10,6,4.2,5.2,9,10,7,5.3,5.9,9,10,9,7.4,4.1,6,10,11
20240046,P007,60,8.5,6.4,5,10,3,9.4,3.6,8,10,9,5.6,7.9,9,10,3,7.4,5.3,5,10,8
20240047,P007,60,5.4,7.9,8,10,12,7.8,8.7,6,10,6,6.5,3.5,8,10,7,9.8,7.3,7,10,3
20240048,P007,60,4.3,6.3,8,10,9,5.1,4.9,8,10,12,3.1,6.0,9,10,5,7.8,8.0,8,10,11
20240049,P007,60,5.8,8.2,3,10,20,7.7,7.8,6,10,14,7.0,2.9,3,10,16,7.0,2.6,3,10,19
20240050,P007,60,6.5,5.7,10,10,3,9.7,10,8,10,1,10,5.9,10,10,0,5.6,6.1,10,10,3
20240051,P007,60,4.4,7.5,3,10,8,5.6,8.9,4,10,17,7.5,8.1,5,10,13,8.5,0.9,7,10,18
20240052,P007,60,8.0,9.5,9,10,2,6.9,7.7,8,10,2,7.0,7.7,10,10,0,9.4,4.7,8,10,2
20240053,P007,60,8.4,8.4,9,10,1,8.8,5.6,8,10,5,3.4,9.8,8,10,1,9.2,4.5,8,10,0
20240054,P007,60,4.6,10.0,8,10,5,5.1,8.1,8,10,4,5.1,10,10,10,1,2.4,7.3,9,10,3
20240055,P007,60,1.5,8.9,8,10,2,8.3,9.6,9,10,4,8.4,6.4,10,10,2,6.7,7.3,9,10,4
20240056,P007,60,7.1,2.0,5,10,6,7.8,8.7,9,10,8,5.7,9.1,8,10,5,4.3,9.2,9,10,5
20240057,P007,60,3.0,6.1,8,10,1,8.4,5.9,10,10,4,0.7,7.0,10,10,5,9.3,5.7,9,10,3
20240058,P007,60,9.9,8.8,8,10,11,9.6,4.8,5,10,7,6.3,1.9,5,10,11,9.5,7.2,5,10,3
20240059,P007,60,9.6,9.0,9,10,3,7.6,8.6,8,10,0,6.9,8.5,9,10,3,8.2,10,8,10,2
20240060,P007,60,5.3,5.3,6,10,6,4.8,8.3,9,10,5,6.1,5.5,8,10,11,3.9,4.2,6,10,6
20240061,P007,60,5.9,7.0,5,10,7,9.6,7.8,6,10,9,8.6,5.8,7,10,11,6.4,6.1,8,10,8
20240062,P007,60,5.3,6.9,3,10,14,5.9,5.6,2,10,12,8.7,2.5,2,10,20,3.2,2.9,4,10,19
20240063,P007,60,10,5.4,8,10,1,6.4,6.3,9,10,5,7.3,9.9,9,10,4,7.4,6.2,10,10,4
20240064,P007,60,3.7,4.6,6,10,10,3.9,5.8,7,10,12,4.5,7.2,3,10,19,5.3,6.8,2,10,17
20240065,P007,60,9.1,5.2,5,10,8,7.4,6.8,6,10,5,2.9,8.1,7,10,7,9.0,1.5,7,10,5
20240066,P007,60,6.9,8.1,6,10,9,6.5,9.6,8,10,7,1.3,7.8,8,10,3,8.2,6.5,9,10,7
20240067,P007,60,9.6,9.5,8,10,5,5.9,5.3,8,10,0,4.0,3.1,9,10,0,8.8,10,10,10,3
20240068,P007,60,5.8,3.3,6,10,19,4.4,0.5,7,10,17,6.5,8.1,2,10,12,4.5,3.7,3,10,10
20240069,P007,60,4.9,6.7,7,10,13,7.5,5.8,5,10,11,7.4,2.5,5,10,17,7.3,5.8,4,10,15
20240070,P007,60,2.5,4.9,4,10,8,6.0,2.6,3,10,8,5.0,7.3,6,10,8,4.8,7.4,2,10,13
20240071,P007,60,2.0,4.9,4,10,18,8.7,8.0,6,10,8,5.7,6.8,4,10,20,6.8,6.0,7,10,15
20240072,P007,60,8.5,6.6,6,10,12,7.9,6.2,4,10,10,8.4,6.5,2,10,8,7.2,7.6,3,10,18
20240073,P007,60,8.5,9.3,6,10,5,7.8,6.7,9,10,12,3.1,6.0,5,10,7,5.1,5.2,5,10,12
20240074,P007,60,5.0,6.6,4,10,16,4.0,7.0,3,10,13,6.6,5.9,6,10,8,3.6,6.8,6,10,16
20240075,P007,60,5.9,6.3,9,10,8,9.2,6.0,5,10,7,8.2,6.6,5,10,9,9.2,8.6,5,10,6
20240076,P007,60,5.6,5.6,8,10,9,3.4,1.8,5,10,6,6.8,6.5,5,10,4,8.9,7.0,8,10,9
20240077,P007,60,6.4,8.4,4,10,13,4.7,2.9,7,10,13,4.3,6.6,3,10,17,6.6,3.8,7,10,11
20240078,P007,60,10,7.2,10,10,5,7.4,0.6,9,10,1,2.8,8.8,9,10,2,9.4,5.8,10,10,2
20240079,P007,60,6.2,3.3,2,10,11,2.6,5.0,7,10,10,0,8.2,2,10,15,2.8,5.0,6,10,9
20240080,P007,60,8.2,9.8,5,10,8,6.5,7.1,7,10,12,6.6,7.6,8,10,7,5.6,6.2,7,10,3
20240081,P007,60,7.0,5.8,10,10,3,6.5,10,10,10,3,9.4,5.8,10,10,5,9.0,7.9,8,10,5
20240082,P007,60,6.1,6.9,7,10,8,4.8,8.1,7,10,11,5.3,6.7,4,10,12,6.0,4.6,3,10,18
20240083,P007,60,7.7,6.2,7,10,13,4.2,6.0,2,10,15,6.3,4.9,4,10,17,8.7,5.6,4,10,8
20240084,P007,60,5.2,6.7,6,10,4,5.7,9.2,7,10,7,9.5,6.2,9,10,4,4.9,7.9,8,10,12
20240085,P007,60,8.5,7.7,5,10,16,7.5,8.4,3,10,14,2.6,6.4,3,10,10,8.0,7.3,3,10,9
20240086,P007,60,6.8,7.2,6,10,9,9.8,4.7,6,10,9,6.4,1.6,6,10,8,7.0,7.3,8,10,3
20240087,P007,60,6.3,9.1,8,10,2,8.8,7.5,8,10,5,7.8,5.8,8,10,4,8.8,8.6,10,10,5
20240088,P007,60,7.1,4.5,10,10,1,3.7,10,9,10,5,10,8.6,10,10,0,5.3,5.8,8,10,0
20240089,P007,60,5.8,6.4,7,10,12,6.0,7.3,9,10,8,5.7,5.0,9,10,10,0.5,7.6,6,10,3
20240090,P007,60,6.3,4.5,6,10,6,8.5,4.4,8,10,8,5.2,7.1,5,10,6,6.0,7.9,6,10,4
20240091,P007,60,6.9,5.7,6,10,9,5.6,6.6,7,10,8,2.3,6.8,5,10,11,7.0,4.8,3,10,10
20240092,P007,60,6.6,7.1,7,10,17,7.7,8.8,4,10,20,3.9,7.5,5,10,20,8.1,9.0,4,10,18
20240093,P007,60,10,3.9,9,10,4,9.2,6.5,9,10,5,10,8.4,8,10,2,5.2,6.4,8,10,3
20240094,P007,60,3.9,8.6,7,10,11,7.4,5.6,6,10,17,6.0,4.9,5,10,18,5.6,6.1,5,10,8
20240095,P007,60,8.4,6.3,8,10,8,8.7,8.2,8,10,10,0.8,7.4,5,10,6,6.5,2.8,7,10,8
20240096,P007,60,8.5,6.3,6,10,13,8.6,3.2,6,10,10,7.0,8.1,2,10,16,6.8,4.3,2,10,14
20240097,P007,60,7.3,6.0,2,10,8,5.1,8.0,7,10,11,4.9,4.5,2,10,18,6.8,5.0,2,10,15
20240098,P007,60,3.4,0.9,7,10,11,8.4,5.1,9,10,4,7.4,5.6,9,10,3,6.3,6.7,9,10,8
20240099,P007,60,8.6,2.0,6,10,5,8.4,9.0,8,10,9,1.9,8.7,9,10,11,9.9,8.8,5,10,7
20240100,P007,60,8.6,5.4,7,10,10,6.4,4.1,6,10,11,5.3,8.3,8,10,12,7.4,7.5,5,10,5
20240101,P007,60,5.6,3.7,6,10,6,7.2,8.0,7,10,3,5.9,8.0,6,10,12,9.8,8.1,6,10,12
20240102,P007,60,7.6,4.1,4,10,15,0.3,6.9,2,10,14,4.9,5.4,5,10,17,6.3,5.8,4,10,14
20240103,P007,60,6.9,7.2,7,10,7,5.7,3.9,7,10,7,8.9,5.3,6,10,8,8.3,9.6,5,10,3
20240104,P007,60,4.4,8.9,3,10,11,4.5,4.9,7,10,8,5.3,7.2,3,10,16,4.6,3.4,3,10,8
20240105,P007,60,6.1,3.6,5,10,13,4.8,5.3,3,10,13,4.2,1.8,5,10,19,8.9,7.3,3,10,18
20240106,P007,60,9.0,7.9,6,10,18,6.8,3.8,5,10,17,7.8,5.1,5,10,18,1.1,5.7,7,10,20
20240107,P007,60,7.4,10,10,10,5,10,10,10,10,1,7.9,10,10,10,5,7.3,10,10,10,4
20240108,P007,60,6.9,9.7,9,10,1,5.8,10,10,10,2,7.5,6.9,9,10,3,6.8,8.8,8,10,1
20240109,P007,60,6.2,5.7,4,10,14,8.0,3.8,3,10,16,5.5,8.4,7,10,18,5.2,8.3,2,10,11
20240110,P007,60,3.6,5.8,2,10,20,4.9,8.0,7,10,12,4.6,7.1,7,10,18,6.4,1.3,5,10,9
20240111,P007,60,7.9,10.0,7,10,11,5.6,4.5,7,10,11,6.8,9.4,9,10,5,6.5,3.0,9,10,7
20240112,P007,60,2.2,8.5,6,10,3,9.9,6.2,8,10,4,6.3,4.7,5,10,12,9.7,9.1,7,10,7
20240113,P007,60,2.0,7.1,8,10,1,10,4.1,10,10,1,8.2,9.3,10,10,0,10,8.9,10,10,5
20240114,P007,60,7.8,2.1,8,10,2,10,9.0,9,10,2,8.0,6.0,10,10,2,4.2,9.0,10,10,2
20240115,P007,60,8.0,8.7,8,10,4,5.4,6.4,8,10,2,6.9,8.2,9,10,4,6.4,10,9,10,1
20240116,P007,60,6.3,10,10,10,0,9.1,6.6,10,10,1,9.2,6.4,9,10,5,8.2,6.6,9,10,4
20240117,P007,60,4.1,7.9,4,10,9,8.0,2.3,2,10,9,6.8,4.8,2,10,19,5.5,5.2,5,10,13
20240118,P007,60,9.7,9.5,8,10,8,8.0,8.2,8,10,9,9.4,5.8,7,10,3,9.8,5.3,5,10,11
20240119,P007,60,4.0,6.3,6,10,8,8.4,7.6,6,10,7,8.5,3.0,9,10,9,7.7,9.4,8,10,9
20240120,P007,60,9.9,6.5,6,10,9,6.0,5.3,5,10,11,5.5,5.5,9,10,12,6.2,2.9,6,10,8
20240121,P007,60,4.4,7.1,7,10,11,4.2,7.9,7,10,6,7.1,4.2,8,10,12,7.6,9.3,6,10,10
20240122,P007,60,8.7,2.3,5,10,12,7.8,6.2,8,10,8,9.3,5.9,8,10,12,4.9,8.5,5,10,7
20240123,P007,60,6.8,6.7,5,10,12,9.5,7.6,8,10,4,9.3,7.6,5,10,6,6.4,3.2,9,10,11
20240124,P007,60,5.1,8.9,9,10,12,3.6,5.5,7,10,6,7.2,6.7,9,10,10,9.4,9.1,8,10,5
20240125,P007,60,5.3,8.1,9,10,5,7.3,6.1,9,10,11,6.3,6.9,5,10,12,7.8,7.6,9,10,8
20240126,P007,60,7.9,6.4,3,10,14,3.1,7.6,6,10,14,6.7,7.9,2,10,8,7.0,7.0,2,10,9
20240127,P007,60,5.6,5.9,7,10,16,3.3,6.0,3,10,15,6.2,6.9,2,10,13,7.0,7.5,4,10,13
20240128,P007,60,9.5,8.7,8,10,6,9.9,7.6,6,10,12,6.4,3.9,8,10,10,3.6,7.0,8,10,4
20240129,P007,60,5.9,6.3,8,10,0,6.7,5.4,9,10,1,7.9,4.8,10,10,5,6.4,8.3,8,10,2
20240130,P007,60,5.3,6.0,2,10,18,5.0,4.0,2,10,15,2.6,3.6,2,10,17,5.0,5.9,5,10,12
20240131,P007,60,8.8,7.9,7,10,14,8.1,7.0,3,10,9,5.8,8.9,7,10,20,3.7,5.1,2,10,18
20240132,P007,60,7.4,4.9,8,10,4,9.3,6.4,8,10,11,9.5,7.7,6,10,4,9.5,9.5,5,10,5
20240133,P007,60,9.1,9.8,9,10,2,8.2,4.7,10,10,2,7.1,7.8,9,10,4,8.1,6.0,10,10,5
20240134,P007,60,9.7,8.3,9,10,8,5.3,5.6,5,10,3,5.4,7.1,8,10,4,8.9,9.4,5,10,8
20240135,P007,60,6.2,4.2,3,10,15,5.6,6.5,5,10,17,4.0,2.6,5,10,18,2.0,8.1,3,10,20
20240136,P007,60,8.7,10,8,10,0,7.0,5.5,8,10,2,8.8,10,10,10,2,10,9.9,10,10,3
20240137,P007,60,9.6,0.8,10,10,4,8.0,10,8,10,2,4.1,9.0,10,10,0,7.8,8.4,10,10,4
20240138,P007,60,5.1,7.0,2,10,9,5.2,3.9,4,10,10,9.4,8.0,7,10,19,6.4,4.8,4,10,20
20240139,P007,60,8.6,6.8,9,10,8,3.3,1.7,6,10,3,6.4,5.9,7,10,9,6.8,3.8,8,10,8
20240140,P007,60,8.5,4.8,4,10,8,4.9,6.9,2,10,13,3.9,8.2,3,10,10,5.6,8.5,5,10,16
20240141,P007,60,3.4,3.4,7,10,12,8.9,5.5,8,10,11,4.5,8.7,9,10,6,6.8,0.7,7,10,7
20240142,P007,60,6.5,5.5,2,10,10,4.9,4.0,3,10,14,8.4,2.9,5,10,10,5.6,2.2,4,10,13
20240143,P007,60,6.1,8.9,6,10,5,9.0,9.5,8,10,3,3.6,9.0,9,10,9,5.9,8.3,5,10,7
20240144,P007,60,6.4,4.4,7,10,11,7.8,5.3,7,10,17,0.5,7.9,3,10,18,7.8,3.8,6,10,11
20240145,P007,60,9.3,4.0,10,10,3,7.6,6.6,8,10,2,4.0,6.8,9,10,3,6.6,6.2,10,10,0
20240146,P007,60,4.9,4.1,3,10,8,6.2,5.7,6,10,16,7.9,7.7,7,10,13,7.6,6.2,5,10,12
20240147,P007,60,3.1,7.3,4,10,16,4.9,4.2,5,10,9,7.5,5.4,5,10,18,5.6,5.6,5,10,19
20240148,P007,60,2.6,7.1,6,10,20,3.7,3.4,4,10,18,8.1,6.8,5,10,10,6.7,7.0,6,10,17
20240149,P007,60,7.0,6.8,3,10,20,1.2,5.8,6,10,10,7.5,7.0,6,10,13,5.0,7.3,2,10,15
20240150,P007,60,9.0,1.5,7,10,3,7.7,8.8,6,10,7,8.0,8.3,8,10,12,6.4,3.6,6,10,11
20240151,P007,60,8.6,5.4,7,10,10,6.0,5.5,4,10,15,7.0,4.1,5,10,10,8.0,4.8,4,10,8
20240152,P007,60,7.2,4.8,7,10,18,2.6,7.9,2,10,17,4.0,5.7,7,10,15,4.7,8.2,4,10,10
20240153,P007,60,4.3,6.9,4,10,10,6.9,9.3,4,10,13,5.7,9.0,2,10,16,7.1,3.6,5,10,15
20240154,P007,60,9.7,9.7,10,10,4,8.9,9.6,8,10,3,10,7.5,10,10,0,7.8,8.5,8,10,0
20240155,P007,60,5.3,9.8,7,10,3,7.8,4.0,7,10,3,8.0,4.5,6,10,8,9.7,6.3,9,10,6
20240156,P007,60,9.5,7.3,7,10,12,8.1,5.9,7,10,3,6.0,8.5,5,10,10,9.7,9.4,5,10,12
20240157,P007,60,7.4,8.0,6,10,3,7.4,7.2,8,10,5,5.4,7.8,5,10,5,6.5,7.6,8,10,8
20240158,P007,60,8.5,9.5,7,10,5,4.2,8.5,8,10,10,8.8,6.2,6,10,5,7.7,4.1,8,10,11
20240159,P007,60,9.9,4.6,6,10,5,6.7,4.9,7,10,6,9.5,6.2,7,10,4,7.4,8.2,7,10,9
20240160,P007,60,4.1,6.5,8,10,7,5.7,2.1,6,10,11,3.0,10.0,5,10,8,5.1,5.6,7,10,7
20240161,P007,60,6.7,2.4,7,10,16,7.1,5.4,5,10,15,2.4,5.6,5,10,11,6.9,6.7,5,10,15
20240162,P007,60,10,4.6,9,10,5,10,5.5,9,10,3,7.6,6.4,8,10,1,8.0,10,10,10,0
20240163,P007,60,9.6,3.2,9,10,8,5.5,9.4,9,10,12,8.9,8.2,8,10,4,8.0,7.8,6,10,8
20240164,P007,60,8.1,6.6,9,10,11,7.7,7.7,6,10,4,4.3,6.9,9,10,7,9.1,6.7,6,10,8
20240165,P007,60,6.0,5.9,5,10,5,4.0,5.9,5,10,9,8.8,4.1,9,10,12,5.7,8.3,6,10,6
20240166,P007,60,6.3,8.3,4,10,12,7.1,5.3,2,10,17,7.0,8.1,2,10,15,7.8,5.6,5,10,20
20240167,P007,60,6.8,4.4,8,10,12,6.8,8.1,8,10,12,9.2,4.4,8,10,12,9.5,8.5,8,10,8
20240168,P007,60,9.1,8.0,8,10,6,9.4,2.8,6,10,10,8.6,8.7,8,10,9,1.5,8.0,7,10,8
20240169,P007,60,7.0,6.4,7,10,15,2.6,8.4,2,10,19,6.3,4.1,4,10,14,3.5,4.7,2,10,18
20240170,P007,60,4.1,4.3,5,10,19,3.2,3.9,5,10,16,8.0,6.4,3,10,20,7.8,5.4,5,10,10
20240171,P007,60,9.9,1.4,7,10,3,3.4,1.8,6,10,10,3.3,3.8,9,10,6,5.1,9.5,7,10,11
20240172,P007,60,10,8.4,9,10,1,5.3,6.2,8,10,4,9.2,6.3,8,10,4,10,10,10,10,1
20240173,P007,60,5.8,9.5,7,10,8,7.9,6.8,7,10,8,3.0,9.8,8,10,10,9.1,9.3,7,10,5
20240174,P007,60,8.1,8.0,5,10,4,8.8,8.1,6,10,5,6.0,8.6,5,10,5,5.3,9.0,5,10,7
20240175,P007,60,8.5,9.3,5,10,6,5.0,7.9,5,10,4,5.7,5.9,7,10,6,0.8,7.7,5,10,3
20240176,P007,60,5.0,1.3,2,10,15,5.6,6.3,4,10,20,6.3,7.4,2,10,16,8.5,6.6,3,10,10
20240177,P007,60,6.0,8.0,6,10,11,5.1,7.6,7,10,5,6.3,8.3,8,10,9,8.3,0.1,7,10,3
20240178,P007,60,8.9,5.5,9,10,11,7.8,8.7,7,10,4,1.7,3.9,9,10,12,5.9,4.6,9,10,12
20240179,P007,60,9.4,8.5,7,10,11,5.2,2.8,4,10,14,6.0,4.7,3,10,13,4.4,4.7,6,10,10
20240180,P007,60,6.5,7.6,7,10,7,0.2,8.0,5,10,10,5.5,6.5,5,10,10,9.0,5.8,7,10,4
20240181,P008,60,6.6,8.5,4,10,9,2.5,8.6,5,10,17,6.4,8.0,2,10,20,8.1,7.1,3,10,14
20240182,P008,60,5.0,4.3,9,10,1,10,7.8,8,10,5,6.8,8.4,8,10,0,6.2,6.4,10,10,3
20240183,P008,60,5.0,10,10,10,0,8.4,5.5,9,10,3,2.2,7.1,8,10,4,8.6,6.1,10,10,5
20240184,P008,60,8.7,10,9,10,1,6.7,6.8,9,10,2,9.9,7.1,9,10,2,7.0,9.2,9,10,4
20240185,P008,60,9.7,7.0,9,10,5,6.0,10,9,10,1,9.5,8.1,8,10,3,10,5.7,9,10,1
20240186,P008,60,7.6,6.7,10,10,5,4.3,6.3,8,10,3,7.7,10,10,10,4,10,4.9,10,10,1
20240187,P008,60,9.4,6.6,9,10,8,7.0,5.9,8,10,11,7.5,5.1,5,10,9,9.4,9.2,7,10,5
20240188,P008,60,4.8,4.3,6,10,20,8.0,8.0,3,10,20,6.1,2.5,6,10,15,8.3,6.4,2,10,9
20240189,P008,60,8.3,4.9,8,10,11,5.7,9.2,5,10,11,8.1,8.9,7,10,4,2.9,5.4,8,10,11
20240190,P008,60,6.5,3.4,8,10,0,7.9,8.4,8,10,5,10,7.2,10,10,4,9.4,7.8,9,10,0
20240191,P008,60,3.6,4.1,4,10,20,4.5,7.5,5,10,12,6.7,3.9,6,10,13,4.8,3.5,4,10,19
20240192,P008,60,4.8,7.1,7,10,18,4.3,6.7,2,10,8,8.4,3.9,5,10,9,5.9,8.3,6,10,19
20240193,P008,60,4.4,8.6,8,10,0,2.1,4.2,9,10,1,6.0,7.9,10,10,5,7.9,8.6,8,10,1
20240194,P008,60,3.7,5.9,10,10,0,7.6,8.4,8,10,2,9.4,7.3,9,10,0,6.6,9.2,9,10,1
20240195,P008,60,4.6,5.4,6,10,4,7.1,8.6,8,10,11,5.2,5.7,5,10,9,4.2,9.4,8,10,10
20240196,P008,60,3.6,1.4,7,10,10,3.3,6.4,8,10,12,8.4,5.8,7,10,4,6.9,6.4,9,10,11
20240197,P008,60,3.6,6.9,2,10,9,2.1,4.3,4,10,13,8.7,3.7,5,10,19,8.5,4.9,6,10,14
20240198,P008,60,9.3,3.7,6,10,3,6.8,8.6,8,10,10,9.1,0.3,5,10,3,3.3,5.4,9,10,4
20240199,P008,60,7.9,0.7,8,10,8,7.7,7.5,5,10,3,8.3,9.9,7,10,8,9.8,8.4,9,10,10
20240200,P008,60,2.9,3.4,4,10,10,8.9,7.2,4,10,13,7.9,4.2,7,10,8,5.7,5.6,4,10,16
20240201,P008,60,6.6,9.8,7,10,4,7.5,9.4,6,10,8,4.5,5.5,6,10,6,3.9,9.6,5,10,8
20240202,P008,60,8.3,5.2,8,10,6,9.9,3.4,8,10,7,8.6,8.5,8,10,3,6.7,1.5,9,10,9
20240203,P008,60,6.6,4.2,4,10,8,3.2,7.9,3,10,15,5.2,5.2,5,10,11,6.7,3.2,3,10,13
20240204,P008,60,9.2,8.1,8,10,4,6.3,9.1,9,10,5,5.5,8.5,9,10,5,1.7,10.0,8,10,5
20240205,P008,60,5.8,6.8,6,10,12,5.9,7.2,7,10,8,2.1,8.8,6,10,9,8.0,9.6,9,10,11
20240206,P008,60,5.8,4.7,2,10,18,5.6,7.5,3,10,10,4.6,5.5,7,10,19,7.1,5.6,5,10,19
20240207,P008,60,9.3,4.6,8,10,10,3.4,7.5,7,10,10,4.6,7.6,5,10,5,7.4,5.5,7,10,10
20240208,P008,60,8.5,8.8,9,10,5,9.8,10,8,10,5,10,7.7,10,10,4,8.5,8.5,8,10,3
20240209,P008,60,7.8,10,8,10,0,6.4,9.7,9,10,0,7.1,8.0,9,10,4,10,9.1,10,10,1
20240210,P008,60,6.0,2.8,9,10,5,5.2,9.5,8,10,0,7.9,10,10,10,3,4.9,10,9,10,1
20240211,P008,60,6.2,7.4,7,10,4,3.5,9.8,7,10,7,8.1,8.6,5,10,11,4.3,9.4,9,10,6
